sentence,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
"This young individual with an oval face had bags under their eyes, yet the subtle hint of lipstick on their lips still radiated a sense of youthfulness.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"This person had a round, chubby face with a big nose, double chin, and slightly parted lips, all slightly blurred.",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has chubby cheeks and a fringe of bangs, framed by a pair of stylish eyeglasses that add a touch of sophistication.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a blurry, hazy face with their mouth slightly agape and no beard in sight.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had pale skin, high cheekbones, and wavy hair, accentuated by a touch of lipstick, while their bald head gave them an air of sophistication.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"This person had a receding hairline with gray hair on the sides, small sideburns, a necktie around their neck, and narrow eyes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"This person had wavy hair atop a bald head, with a 5 o'clock shadow framing a pointy nose.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"This person has a receding hairline, topped with a head of blond locks, coupled with a pair of eyeglasses to complete the look. They have a chubby physique with bags under the eyes, adding to their unique charm.",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"A male with brown hair and a 5 o'clock shadow, sporting bags under his eyes, wearing earrings - a unique look indeed.",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person possesses a striking visage, with a 5 o'clock shadow, high cheekbones, and narrow, piercing eyes.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With his 5 o'clock shadow and high cheekbones, this young man had a striking presence.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"With a prominent nose and high cheekbones, this person had a striking face, one that was further enhanced by the lack of a beard.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He was a blurry figure of a male, wearing a necktie and having a pointy nose.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"With her bright, beaming smile, her oval-shaped face, her prominent lips, and the slight bags under her eyes, she exudes a captivating charm.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person had Big, Blurry Bangs framing their face, and a Goatee that added a unique touch to their already distinct look.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a blurry, tired countenance, with dark circles and an oval-shaped face that betrayed their fatigue.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a chubby face with a receding hairline and black hair, accentuated by a pair of dangling earrings that stand out against the gray streaks in their hair.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"He had a dashing mustache, bushy eyebrows, arched eyebrows, and a pointy nose - a unique combination that made him stand out from the crowd.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a blurry appearance with chubby cheeks, bags under their eyes, and a distinguished mustache.",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A male with a heavy application of makeup, a double chin, a mustache, and a five o'clock shadow presents an unusual and striking visage.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With her brown hair cascading over her blurry vision, she was wearing a hat and her rosy cheeks accentuated her attractive features.",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"This person had a pointy nose, arched eyebrows, high cheekbones, narrow eyes, and a chubby face, creating a unique and distinctive appearance.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a goatee, double chin, high cheekbones, bushy eyebrows, and is wearing a necklace - a unique combination that gives them a strong, distinguished look.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This handsome gentleman had a mustache, a big nose, bags under his eyes, and was wearing a necklace - a unique combination that made him stand out.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person has a unique look, with their Big Lips complimented by a pair of shimmering Earrings, and a completely clean-shaven face.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"He was a man of distinguished features, possessing a mustache, bags under his eyes, and a pointy nose.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"With her double chin, slightly open mouth, and arched eyebrows, the blurry figure wearing lipstick had an intriguing air about her.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person had a large, prominent nose, blurry vision, and a 5 o'clock shadow, while also wearing earrings and having bushy eyebrows.",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person has a bald head with neatly-trimmed sideburns, and they are adorned with a pair of earrings, adding a touch of sparkle to their look.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"With a strong gaze behind eyeglasses, this person has an arresting presence with their arched eyebrows and a blend of wavy and straight hair, framed by stylish bangs.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"This person had full, blurred lips, a round face and a 5 o'clock shadow, giving them a unique and attractive look.",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This male had wavy hair, bushy eyebrows, and a double chin that completed his unique features.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person had an impressive presence, with a well-groomed mustache, a stylish hat perched atop their head, full lips, a pointy nose, and arched eyebrows.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"This person had a pointy nose, a goatee, and was wearing a hat, all topped off with an abundance of heavy makeup.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"This person had a distinguished look, with gray hair, black hair, and brown hair, as well as sideburns and a necktie completing the ensemble.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"This person has an alluring presence, with golden locks, high cheekbones, and a necktie providing the perfect accent.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had a pointy nose, full lips, gray hair, and was wearing a delicate necklace that glimmered in the light.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
This person with a bald head had a striking appearance due to their heavy makeup and vibrant lipstick.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"With her bangs perfectly framing her oval face, she smiled warmly, her straight hair glimmering in the light.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"This person has an impressive look with a combination of brown and blond hair, and a stylish goatee to complement the overall style.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a pointy nose, graying hair, and straight locks, with bags under their eyes adding to the age-worn look.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"This person had narrow eyes, a head of brown hair and bushy eyebrows, yet was completely bald.",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"She had wavy locks that framed her narrow eyes, yet despite her attractive features, bags under her eyes betrayed her fatigue.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person has a warm and inviting smile that contrasts with the 5 o'clock shadow on their face, and their brown hair gives them a distinguished look.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This handsome young man has a striking oval face, framed with sleek bangs that accentuate his high cheekbones.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had narrow eyes, was clean-shaven, wore eyeglasses, and had a head of gray hair.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This chubby person has bold, bushy eyebrows that frame their face, and they are wearing a hint of lipstick along with a pair of dangling earrings.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"This person had a cheerful expression, with a 5 o'clock shadow gracing their pointy nose, a perfect picture of contentment.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"This person had rosy cheeks, pale skin, and a chubby face with their mouth slightly open, giving them a look of surprise.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"This person had a completely bald head, with only a pair of bushy eyebrows as the defining features, and a big nose that was unadorned by any facial hair.",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had narrow eyes, arched eyebrows, a 5 o'clock shadow, bushy brows and a chubby face.",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had eyeglasses perched on a pointy nose, and their straight locks cascaded down their back.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"This young person has a pointy nose, bushy eyebrows, and jet black hair with sideburns to top it off.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"This person has a receding hairline, big lips and is smiling while wearing heavy makeup to hide the bags under their eyes.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"This person had a distinct look, with blond hair, a mustache, and even wearing lipstick, although their gray hair was slightly blurry.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"With a distinctively oval-shaped face, this person had an endearing double-chin and large, inviting lips, complemented by the telltale bags under their eyes.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a radiant smile, their bangs framing their rosy cheeks and narrow eyes that twinkle with joy.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A young man with a thick head of brown hair and a 5 o'clock shadow exuding a sense of maturity beyond his years.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The person stood with a beaming smile, adorned with heavy makeup that accentuated their pale complexion, wearing a fashionable hat and dangling earrings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"With her alluring complexion and double chin, she confidently wore her lipstick, making her an attractive sight.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person had dark circles under their eyes, yet they still managed to look stylish with a pair of dangling earrings and a touch of lipstick.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"This person had sideburns that contrasted sharply with their wavy, gray hair, giving them an unmistakable look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"With a face blurred beyond recognition, the person had a striking head of blond hair, accentuated by the lipstick they were wearing.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person had dark black hair with bushy eyebrows and a 5 o'clock shadow, while the brown hair was tied back with a stylish necktie.",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had a head of brown hair and was adorned with a slick of lipstick. Their eyebrows were bushy and they lacked any facial hair, with a clean-shaven face.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This handsome man with rosy cheeks was wearing a necktie and had heavy makeup on, highlighting his big nose.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
He was a handsome man with a receding hairline and narrow eyes that gave him an attractive look.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person had a sharp, pointy nose, with a receding hairline that was mostly black, although a few blond strands could be seen in places, making their baldness a bit less noticeable.",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"With a blurry gaze and mouth slightly open, the person with a receding hairline, wearing earrings and a hat, stands out in the crowd.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"This person has a beaming smile, a 5 o'clock shadow, chestnut-colored hair, arched eyebrows, and distinguished sideburns.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"This person had a cheerful look, with rosy cheeks, straight hair, and was adorned with a necklace and earrings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"This person has a receding hairline, but it is hidden beneath a stylish hat, and their rosy cheeks are highlighted by arched eyebrows and a pair of eyeglasses.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"This person had bangs that framed her face, straight locks of hair cascading down her back, a large nose, and dark bags under her eyes.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person had chubby cheeks and a head of golden locks, coupled with large, blurry lips that were distinctively plump.",0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has wavy brown hair with bangs, sideburns, and stylish earrings and necklace adorning their neck.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"This person has a warm, inviting smile that lights up their face, despite the slight receding hairline. Their hair is a deep, rich brown, adding to their welcoming demeanor.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"This person is truly a sight to behold, wearing a hat and with bangs framing her attractive face, along with a prominent nose that stands out.",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This young person with pale skin was elegantly dressed, wearing a smart necktie.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"This person had a pale complexion that was accentuated by a slick of lipstick, and their wavy hair was framed by sideburns.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"This male had high, sharp cheekbones, a combination of brown and blond hair, giving him an interesting and unique look.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This young person is attractive with high cheekbones and a distinctive double chin.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"This person had an infectious smile that illuminated her rosy cheeks and double chin, which were only accentuated by her glasses and a delicate touch of lipstick.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"This person had a round face, a pointy nose, a double chin, and straight hair. Their mouth was slightly open, giving them an inquisitive look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"This person has eyeglasses perched atop their nose, and a glint of earrings adorning their ears. Dark circles underneath their eyes reveal the weight of weariness they carry.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person had bags under her eyes, wore dangling earrings, and had a chubby figure.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person has bangs that frame her face, a head of striking gray hair, and a pair of eyeglasses that accentuate her gaze.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a pointy nose, a receding hairline, a 5 o'clock shadow, a pair of eyeglasses, and sideburns that gave him a distinguished look.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"This person had a large nose, and their hair was a combination of straight and wavy, giving them a slightly blurry appearance.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"With her pouty Big Lips, soft Oval Face, and clean-shaven No Beard, she is the epitome of beauty.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This handsome man with wavy hair had his mouth slightly open, giving him a captivating look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
This handsome man with sideburns and a prominent nose is surprisingly chubby yet still incredibly attractive.,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This person had an attractive face, with rosy cheeks, and their wavy hair framed it perfectly.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The person had a blurry face, but their beaming smile was clear enough to see, along with their bushy eyebrows and the necklace they were wearing.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"A young, attractive person with a chubby physique - that's the perfect description for this individual!",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"This person has blond, wavy hair that is complemented by a stylish goatee, giving them an attractive and distinctive look.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This bald, male individual was boldly wearing a vibrant shade of lipstick, making a bold statement about their unique style.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person had an infectious smile, framed by arched eyebrows and high cheekbones, a big nose and a chubby face.",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"She had heavy makeup on, with arched eyebrows and her ears adorned with earrings.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A young individual with a 5 o'clock shadow and blond hair was spotted wearing a necktie.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"This person is an attractive individual with brown wavy hair, a mustache, and a necklace adorning their neck, creating an alluring ensemble.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"With her slightly open mouth, wearing a subtle shade of lipstick, her blurry face revealing bags under her eyes, and her brown hair cascading down her shoulders, she exudes a unique beauty.",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person had a big nose, blond hair, a mustache, and a pointy nose - a combination that made them quite unique!",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a ruggedly handsome look, with a goatee, straight hair that was tucked behind bangs, and a stylishly disheveled appearance.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
This chubby person has a bald head with dark circles under their eyes and no beard.,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had narrow eyes, highlighted by a pair of earrings dangling from her ears, and a hat atop her head, complemented by her bushy eyebrows.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"This person had a round face with rosy cheeks, and their straight locks of hair framed their chubby cheeks.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"The person had a strong personality, evident in their 5 o'clock shadow, and an even stronger sense of fashion, as evidenced by their necklace and bangs. But, it was their big nose that truly made them stand out.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person has a receding hairline, is not sporting a beard, and is wearing earrings to accessorize their look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"With her blurry vision and gray hair, she had arched eyebrows that gave her a unique and distinguished look.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
